,Drug1_ID,Drug2_ID,Y,Neg samples
551,DB00573,DB00687,25,DB00748$t
552,DB09389,DB01037,9,DB01586$t
553,DB01283,DB00385,14,DB00820$t
554,DB06824,DB09147,8,DB00807$h
555,DB00465,DB00461,25,DB06770$t
556,DB01017,DB01567,53,DB01422$h
557,DB01115,DB00335,66,DB01327$t
558,DB00334,DB00420,75,DB00313$t
559,DB00794,DB00780,66,DB00080$t
560,DB00794,DB06770,6,DB01295$h
561,DB00418,DB00818,6,DB00345$t
562,DB01095,DB01544,5,DB01174$h
563,DB00834,DB01173,9,DB00243$h
564,DB00220,DB08931,9,DB01553$h
565,DB06690,DB01086,25,DB01243$t
566,DB00615,DB00571,6,DB09038$h
567,DB08865,DB01216,5,DB01016$h
568,DB00363,DB01577,5,DB00865$h
569,DB01282,DB09292,25,DB08994$t
570,DB00490,DB09027,9,DB00295$t
571,DB04846,DB01180,66,DB09015$h
572,DB01410,DB06718,57,DB00715$t
573,DB08910,DB00370,53,DB00966$h
574,DB00806,DB08931,66,DB00289$h
575,DB00176,DB00655,5,DB06791$h
576,DB00186,DB00237,25,DB00740$t
577,DB00482,DB00455,5,DB00214$h
578,DB01193,DB06826,66,DB01604$h
579,DB01015,DB01198,5,DB08903$h
580,DB00945,DB00542,34,DB00548$t
581,DB01254,DB09288,19,DB05271$t
582,DB01002,DB01175,25,DB06176$h
583,DB00861,DB01193,34,DB01412$h
584,DB01009,DB00630,25,DB00904$t
585,DB00612,DB06791,51,DB00366$t
586,DB00359,DB00857,5,DB11231$h
587,DB00904,DB00714,66,DB12278$t
588,DB01050,DB00385,14,DB00612$h
589,DB00753,DB01037,25,DB00220$t
590,DB00461,DB00482,25,DB00835$h
591,DB00794,DB00909,6,DB06700$h
592,DB06739,DB00180,25,DB08930$h
593,DB00264,DB01180,66,DB01128$h
594,DB01116,DB00295,25,DB00884$h
595,DB01009,DB00999,12,DB01224$h
596,DB01097,DB09091,25,DB01223$h
597,DB09063,DB00603,9,DB04953$h
598,DB00924,DB00413,77,DB04839$t
599,DB09082,DB01100,75,DB00209$h
600,DB00628,DB00854,25,DB08877$h
601,DB00788,DB06605,25,DB06742$h
602,DB00247,DB01206,25,DB00662$t
603,DB09009,DB00748,25,DB01136$h
604,DB00611,DB01595,25,DB11581$h
605,DB00320,DB01200,25,DB00909$h
606,DB00818,DB01176,25,DB00834$t
607,DB00334,DB08872,25,DB01406$t
608,DB00705,DB00628,5,DB01147$h
609,DB01022,DB00946,33,DB01599$t
610,DB00797,DB00232,25,DB09167$t
611,DB09053,DB00363,25,DB01022$h
612,DB00622,DB09104,25,DB00219$t
613,DB00615,DB00451,6,DB01234$h
614,DB00217,DB01197,66,DB00613$t
615,DB01575,DB01092,8,DB09130$t
616,DB00091,DB00475,5,DB01390$t
617,DB00540,DB00956,53,DB00216$h
618,DB01365,DB01069,39,DB01099$h
619,DB08899,DB00454,8,DB00722$t
620,DB00189,DB00409,25,DB00977$t
621,DB00484,DB00310,46,DB01394$h
622,DB01396,DB06603,16,DB09238$h
623,DB06700,DB06152,80,DB00487$h
624,DB06636,DB00398,5,DB01066$h
625,DB00615,DB00180,6,DB11342$h
626,DB09009,DB00476,25,DB01066$h
627,DB00628,DB01175,25,DB04854$t
628,DB01072,DB00972,5,DB01182$h
629,DB00564,DB00475,6,DB01029$h
630,DB01357,DB00555,8,DB01433$t
631,DB00668,DB00489,50,DB00837$t
632,DB01103,DB00679,9,DB01168$t
633,DB01623,DB00660,25,DB00411$h
634,DB00176,DB00262,5,DB04868$h
635,DB09068,DB04841,25,DB00357$t
636,DB00482,DB00779,71,DB01579$t
637,DB00257,DB04938,5,DB06144$h
638,DB09095,DB00880,64,DB00684$h
639,DB00980,DB01501,25,DB00493$t
640,DB00559,DB08931,8,DB01033$h
641,DB00254,DB00911,5,DB00425$h
642,DB00177,DB01612,25,DB00906$h
643,DB12598,DB09343,9,DB06152$t
644,DB00244,DB09138,25,DB00284$t
645,DB01246,DB11609,66,DB09143$t
646,DB09352,DB01619,39,DB08874$h
647,DB01045,DB06148,6,DB09087$h
648,DB00961,DB09068,25,DB01327$t
649,DB01621,DB09128,25,DB00363$h
650,DB09352,DB00637,39,DB08811$t
651,DB08865,DB01136,5,DB00610$t
652,DB01002,DB01615,25,DB00772$h
653,DB00961,DB01239,25,DB01013$t
654,DB01100,DB06144,25,DB01022$h
655,DB05812,DB00772,9,DB00910$t
656,DB00686,DB00266,45,DB01359$t
657,DB00752,DB06764,61,DB06724$t
658,DB00661,DB00727,25,DB00330$t
659,DB00297,DB00313,25,DB08910$h
660,DB00861,DB00223,25,DB00259$h
661,DB00807,DB01433,25,DB09295$h
662,DB00398,DB00347,5,DB01614$h
663,DB00922,DB00232,25,DB08943$t
