,smiles,ld50
158,CC(=O)C(C)=O,1.736
159,C=CC(C)=O,3.369
160,CC(=O)C=CC1=C(C)CCCC1(C)C,1.622
161,CC(=O)C=CC1C(C)=CCCC1(C)C,1.622
162,CC(=O)C=O,1.791
163,CC(=O)C1=C(O)C2C3c4c[nH]c5cccc(c45)CC3C(C)(C)N2C1=O,3.971
164,CC(=O)c1cccc2ccccc12,2.0380000000000003
165,CC(=O)c1ccc(C)cc1,1.982
166,CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,2.465
167,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1.812
168,CC(=O)c1ccc(N)cc1,2.55
169,CC(=O)c1ccc(O)cc1O,1.73
170,CC(=O)c1cccc([N+](=O)[O-])c1,1.706
171,CC(=O)c1cccc(N)c1,1.859
172,CC(=O)c1ccccc1,2.169
173,CC(=O)c1ccccc1Cl,1.929
174,CC(=O)c1ccccc1[N+](=O)[O-],2.014
175,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,1.57
176,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,3.022
177,CC(=O)C1C(=O)C=C(C)OC1=O,2.527
178,CC(=O)C1OC1(C)C,1.851
179,CC(=O)CC(=O)Nc1ccccc1,1.581
180,C=CC(=O)NC(C)(C)CC(C)=O,1.927
181,CC(=O)CC(C)(C)O,1.463
182,CC(=O)CC(C)=O,3.26
183,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,2.838
184,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,3.263
185,CC(=O)CCC(C)=O,1.74
186,CC(=O)CCC(=O)O,1.798
187,CC(=O)CCc1ccc(O)cc1,2.095
188,CC(=O)CCc1ccc(OC(C)=O)cc1,1.832
189,CC(=O)CCc1ccccc1,1.666
190,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.651
191,CC(=O)CCl,2.966
192,CC(=O)CNC(C)(C)Cc1ccc(Cl)cc1,2.982
193,CC(=O)CO,1.527
194,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,3.505
195,CC(=O)N1CCOCC1,1.324
196,CC(=O)NC(=O)C(Cl)(Cl)Cl,1.819
197,CC(=O)NC(=O)c1ccccc1O,1.952
198,CC(=O)NC(CS)C(=O)O,1.509
199,CC(=O)NC(N)=S,3.373
200,CC(=O)Nc1ccc(C)c(NS(=O)(=O)C(F)(F)F)c1,2.06
201,CC(=O)Nc1ccc(C(=O)CCl)cc1,1.993
202,CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1,2.142
203,CC(=O)Nc1ccc(O)cc1,1.7990000000000002
204,CC(=O)Nc1ccccc1,2.228
205,CC(=O)Nc1ccncc1,2.485
206,CC(=O)NNC(=O)c1ccccn1,2.425
207,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,2.029
208,C=C(C#N)OC(C)=O,3.0460000000000003
209,C=CC(=C)CCCC(C)(C)OC(C)=O,1.494
210,CC(=O)OC(C)=O,1.759
211,CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,1.595
212,C=C(Cl)C(OC(C)=O)OC(C)=O,2.779
213,CC(=O)OC(OC(C)=O)C(Cl)CCl,2.855
214,C=CC(OC(C)=O)OC(C)=O,3.655
215,C=COC(C)=O,1.47
216,C=CC=COC(C)=O,2.198
217,CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1,2.189
218,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],3.848
219,CC(=O)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(C)(C)C,3.658
220,CC(=O)Oc1ccccc1C(N)=O,1.998
221,CC(=O)Oc1ccccc1C=CC(=O)O,1.816
222,CC(=O)Oc1ccc(C)cc1,1.898
223,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,2.948
224,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1,1.717
225,CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,2.15
226,CC(=O)Oc1ccccc1,1.922
227,CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,4.947
228,CC(=O)OC1CCC(C(C)(C)C)CC1,1.598
229,CC(=O)OC1CCCCC1,1.325
230,CC(=O)OCC#N,3.491
231,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,4.548
232,CC(=O)OCC(COC(C)=O)OC(C)=O,1.862
233,C=CCOC(C)=O,2.887
234,CC(=O)OCC=C(C)C,1.631
235,C=CCOC=CCOC(C)=O,1.622
236,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,1.413
237,CC(=O)OCc1ccc2c(c1)OCO2,1.966
238,CC(=O)OCc1ccccc1,1.78
239,CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,1.491
240,CC(=O)OCCc1ccccc1,1.651
241,CC(=O)OCCC1=CCC2CC1C2(C)C,1.842
242,CC(=O)OCCC1CCCCC1,1.726
243,CC(=O)OCCN(CCOC(C)=O)N=O,1.64
244,CC(=O)OCCO,1.101
245,CC(=O)OCCOC(C)=O,1.329
246,CC(=O)OCCOCCOCCOC(C)=O,1.016
247,CC(=O)OCCS(=O)(=O)CCOC(C)=O,1.231
248,CC(=O)OCCSCCOC(C)=O,1.401
249,CC(=O)OO,1.694
250,CC(=S)Nc1ccccc1,1.759
251,CC(Br)(CCl)CBr,2.506
252,CC(Br)CBr,2.276
253,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,2.121
254,CC(C#N)N1CCOCC1,3.207
255,CC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],2.617
256,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,3.61
257,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,2.8560000000000003
258,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3.443
259,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,3.567
260,CC(C(=O)O)c1ccc(-c2cn3ccccc3n2)cc1,2.96
261,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,3.525
262,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,3.158
263,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,3.568
264,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,3.408
265,CC(C)(C#N)C(C)(C)C#N,3.544
266,CC(C)(C(=O)c1cccnc1)c1cccnc1,2.638
267,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,2.459
268,CC(C)(C)C(=O)O,2.055
269,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,2.633
270,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,3.002
271,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.588
272,CC(C)(C)c1ccc(O)c(O)c1,1.77
273,CC(C)(C)c1ccc(C(=O)O)cc1,2.406
274,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1.975
275,CC(C)(C)c1ccc(O)cc1,1.707
276,CC(C)(C)c1ccc(C(=O)OCC(Cl)(Cl)Cl)o1,1.874
277,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,2.374
278,CC(C)(C)c1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1,2.157
279,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,2.774
280,CC(C)(C)C1CCC(=O)CC1,1.489
281,CC(C)(C)CC1(C)CO1,1.416
282,CC(C)(C)N,2.972
283,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,2.559
284,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,2.362
285,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,1.766
286,CC(C)(C)O,1.3259999999999998
287,CC(C)(C)OOC(=O)c1ccccc1,2.283
288,CC(C)(C)S,1.28
289,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.847
290,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,1.491
291,CC(C)(CO)C(O)C#N,2.62
292,C=CC(=O)OCC(C)(C)COC(=O)C=C,1.499
293,CC(C)(COC(N)=O)COC(N)=O,1.88
294,CC1(N)CCC(C(C)(C)N)CC1,2.384
295,CC(C)(N)Cc1ccc(Cl)cc1,2.866
296,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,1.659
297,C#CC(C)(C)O,1.635
298,C=CC#CC(C)(C)O,2.264
299,CC(C)(O)c1ccccc1,2.02
300,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,2.302
301,CC(C)(O)Cc1ccccc1,2.07
302,C=CC(=C)CCCC(C)(C)O,1.464
303,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,2.5380000000000003
304,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,1.946
305,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,2.379
306,CC(C)(OO)c1ccccc1,2.6
307,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,1.819
308,CC(C)(S)C(N)C(=O)O,1.384
309,CC(C)=CC(C)=NNc1nncc2ccccc12,2.588
310,CC(=O)C=C(C)C,1.943
311,CC(C)=CC(=O)O,1.449
312,CC(C)=CC1C(=O)OC(=O)C1(C=C(C)C)C=C(C)C,2.446
313,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,2.546
314,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,3.1010000000000004
315,CC(C)=CCC(CCN1CCOCC1)(C(N)=O)c1cccc2ccccc12,3.3160000000000003
316,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.378
317,C=CC(C)(O)CCC=C(C)C,1.743
318,CC(C)=CCCC(C)=CC=O,1.487
319,CC(C)=CCCC(C)=CCCC(C)=CCO,1.569
320,CC(C)=CCCC(C)=CCO,1.535
321,CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)c1cccc2ccccc12,3.014
322,CC(C)=CCO,2.027
323,CC(C)=CCOC(=O)c1ccccc1O,1.809
324,CC(C)=CCOC(=O)c1ccccc1,1.607
325,CC(C)=O,1.001
326,CC(C)C#N,3.141
327,CC(C)C(=O)N(C)C(=O)Oc1cccc(C(C)C)c1,2.62
328,Cc1ccc(OC(=O)C(C)C)cc1,1.649
329,CC(C)C(=O)OCc1ccccc1,1.796
330,CC(C)C(Br)C(=O)NC(N)=O,2.3480000000000003
331,CC(C)C(Br)C(=O)OCC(Br)(Br)Br,1.95
332,CC(C)C(Br)C(=O)OCC(Cl)(Cl)Cl,2.319
333,CC(C)C(Br)C(=O)O,2.372
334,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,3.777
335,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,3.829
336,CC(=O)C(C)C,2.765
337,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,3.85
338,CC(C)C(=O)O,2.498
339,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,1.794
340,CC1=CCC(O)(C(C)C)CC1,2.074
341,CC1=C(C(C)C)CC=CC1,1.504
342,CC(C)c1s[nH]c2nc(C(C)(C)C)nc(=O)c1-2,1.392
343,Cc1ccc(C(C)C)cc1O,2.268
344,CC(C)c1cccc(OC(=O)N(C)N=O)c1,2.745
345,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,2.522
346,Cc1ccc(C(C)C)cc1,1.4509999999999998
347,Cc1ccc(C(C)C)c(O)c1,2.185
348,CC(C)c1ccc(C#N)cc1,1.571
349,CC(C)c1ccc(C=O)cc1,2.028
350,CC(C)c1ccc(CC=O)cc1,1.597
351,CC(C)c1ccc(CCO)cc1,1.96
352,CC(C)c1ccc(CO)cc1,2.168
353,CC(C)c1ccc(NC(=O)N(C)C)cc1,2.053
354,CC(C)c1cccc(C(C)C)c1N,1.743
355,CC(C)c1cccc(OC(=O)N(C)C)c1,3.112
356,CC(C)c1ccccc1,1.934
357,CC(C)c1ccccc1N,2.059
358,CC1=CCC(C(C)C)=CC1,1.5719999999999998
359,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,2.066
360,CC1=CC(=O)C(C(C)C)CC1,1.793
361,CC1CCC(C(C)C)C(=O)C1,2.489
362,CC1CCC(C(C)C)C(O)C1,1.6909999999999998
363,CC(C)C1CCC(O)CC1,1.714
364,CC(C)CC(=O)CC(C)C,1.393
365,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.238
366,C=CCOC(=O)CC(C)C,2.7910000000000004
367,CC(=O)CC(C)C,1.683
368,CC(C)CC(C)CC(CC(C)C)OCCO,1.633
369,CC(C)CC(C)CC(O)CC(C)C,1.04
370,C=COCC(C)CCCC(C)CC(C)C,2.241
371,CC(C)CC(C)O,1.596
372,CC(C)CC(C)OC(=O)C=CC(=O)OC(C)CC(C)C,1.588
373,CC(=O)OC(C)CC(C)C,1.369
374,CC(C)CC(CC(C)C)OCCOCCO,1.4280000000000002
375,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCNC(=N)N,2.773
376,CC(C)CC(=O)O,1.7080000000000002
377,CC(C)CC(O)CC(C)C,1.659
378,CC(C)CC(O)CC(CC(C)C)CC(C)C,1.155
379,CC(C)CC=O,1.187
380,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,2.315
381,CC(C)Cc1ccc(C(C)C(=O)O)cc1,2.511
382,CC(=O)CCC(C)C,1.5519999999999998
383,CC(C)CCC(=O)O,1.753
384,CC(C)CCC=O,1.248
385,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,3.962
386,C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,1.751
387,Cc1c(C)c2c(c(C)c1OC(=O)C(C)(C)Oc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,1.621
388,CC(C)CCCC(C)N,2.381
389,CC(C)CCCCCCO,1.685
390,CC(C)CCCCCN(CCCCCC(C)C)CCCCCC(C)C,2.339
391,CC(C)CCCO,1.196
392,CC(C)CCO,1.831
393,CC(C)CCOC(=O)c1ccccc1,1.482
394,CC(=O)OCCC(C)C,0.894
395,CC(C)CCOC(CO)CC(C)C,1.5419999999999998
396,CC(C)CCOC=O,1.072
397,CC(C)CCON=O,2.365
398,CC(C)CCP(CCC(C)C)CCC(C)C,2.039
399,CC(C)CN,2.506
400,CC(C)Cn1nc(-c2ccccc2)c(-c2ccccc2)c1CC(=O)O,3.862
401,CC(C)CNCC(C)C,2.7
402,CC(C)CO,1.479
403,C=CC(=O)OCC(C)C,1.258
404,CC(C)COC(=O)C=CC(=O)OCC(C)C,1.449
405,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,1.268
406,CC(C)COC(=O)c1ccccc1O,2.095
407,CC(C)COC(=O)CCc1ccco1,2.003
408,CC(=O)OCC(C)C,0.938
409,C=COCC(C)C,0.77
410,CC(C)CON=O,2.401
411,CC(C)COP(C)(=S)SCN1C(=O)c2ccccc2C1=O,3.968
412,CC(C)N,1.858
413,CC(C)[N+](=O)[O-],2.093
414,CC(C)N(C(=O)CCl)c1ccccc1,2.474
415,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,2.5810000000000004
416,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,2.835
417,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3.008
418,CC(C)N(CCO)C(C)C,2.133
419,CC(C)N(N=O)C(C)C,2.185
420,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,1.751
421,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,2.339
422,Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br,1.861
423,CC(C)N1CCNCC1,1.656
424,Cc1cc(OC(=O)N(C)C)n(C(C)C)n1,4.291
425,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.053
426,CC(C)NC(=S)NC(C)C,2.552
427,CC(C)Nc1ccc(Nc2ccccc2)cc1,2.497
428,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1.777
429,CC(C)NCC(O)c1cc(O)cc(O)c1,1.797
430,CC(C)NCC(O)c1ccc(O)c(O)c1,2.775
431,CC(C)NCC(O)c1ccc2ccccc2c1,2.406
432,CC(C)NCC(O)COc1cccc2ccccc12,2.594
433,CC(C)NCC(O)COc1cccc2[nH]ccc12,2.975
434,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,1.948
435,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,1.887
436,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,3.969
437,CC(C)NCCCN(C)C,2.045
438,CC(C)NNC(=O)c1ccncc1,2.6910000000000003
439,CC(C)NNC(=O)COc1ccc(Cl)cc1,2.645
440,CC(C)NP(O)(=S)Oc1cc(Cl)c(Cl)cc1Cl,4.033
441,CC(C)O,1.0759999999999998
442,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,2.387
443,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.832
444,CC(C)OC(=O)C=CC(=O)OC(C)C,1.79
445,CC(C)OC(=O)c1ccccc1,1.644
446,CC(C)OC(=O)CCCCCCN,1.67
447,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,2.846
448,CC(=O)ON(C(=O)OC(C)C)c1ccccc1,1.844
449,CC(C)OC(=O)Nc1cccc(Cl)c1,2.251
450,CC(C)OC(=O)Nc1ccccc1,2.253
451,CC(=O)OC(C)C,1.5319999999999998
452,CC(C)OC(C)C,1.081
453,CC(C)OC(=O)Cl,2.059
454,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1.994
455,CC(C)OCC1CO1,1.442
456,CC(C)OCCCO,1.47
457,CC(C)OCCO,1.265
458,CC(C)OP(=O)(OC(C)C)OP(=S)(CCl)OC(C)C,4.292
459,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.77
460,CC(C)OP(=S)(CCl)Sc1ccc(Br)cc1,4.194
461,Cc1ccc(SP(=S)(CCl)OC(C)C)cc1,3.16
462,CC(C)OP(=S)(CCl)Sc1ccc(Cl)cc1,4.084
463,CC(C)OP(=S)(CCl)Sc1ccc(F)cc1,3.884
464,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,3.1660000000000004
465,CC(C)OP(=S)(OC(C)C)SCSC(C)C,4.782
466,CC(C)OP(C)(=O)OC(C)C,2.339
467,CC(C)OP(C)(=S)Oc1cc(Cl)c(Br)cc1Cl,3.714
468,CC(C)OP(C)(=O)F,5.406000000000001
469,CC(C)OP(=O)(F)OC(C)C,4.566
470,CC(C)OS(=O)(=O)OC(C)C,2.2230000000000003
471,C=CC(C)=CCCC(C)(C)O,1.958
472,C=CC(C)C(C)C=O,1.297
473,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,2.156
